Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Volkswagen,Passat,2002,1.4,Diesel,Automatic,41749,3,1,11839
Volkswagen,Tiguan,2002,2.2,Hybrid,Manual,215636,4,5,6277
Toyota,RAV4,2007,2.3,Electric,Automatic,276638,3,4,11317
Chevrolet,Impala,2000,3.5,Electric,Manual,83835,2,5,13865
BMW,5 Series,2001,1.6,Diesel,Manual,129239,5,2,5976
Chevrolet,Impala,2014,1.8,Electric,Semi-Automatic,108808,5,3,17365
Volkswagen,Passat,2000,1.8,Electric,Automatic,260652,4,1,7326
Audi,A4,2018,1.1,Electric,Semi-Automatic,297999,4,5,11620
Toyota,Camry,2006,3.2,Hybrid,Automatic,260053,2,2,11196
Chevrolet,Malibu,2019,2.4,Petrol,Automatic,219203,4,4,16301
Audi,Q5,2001,4.5,Electric,Semi-Automatic,147300,2,4,13920
BMW,5 Series,2007,1.9,Electric,Semi-Automatic,8147,3,1,17390
Volkswagen,Tiguan,2002,1.5,Hybrid,Automatic,199749,5,2,8234
Chevrolet,Equinox,2013,2.7,Hybrid,Semi-Automatic,53830,5,5,18590
Volkswagen,Tiguan,2017,4,Hybrid,Manual,,4,2,16748
Volkswagen,Passat,2010,2.9,Electric,Manual,135920,3,2,16242
Toyota,Camry,2000,4.4,Hybrid,Manual,57645,3,3,14607
Chevrolet,Equinox,2019,4.6,Diesel,Semi-Automatic,113334,4,3,21233
Toyota,Corolla,2003,2.7,Diesel,Manual,297911,3,2,3500
Toyota,Camry,2011,1.9,Petrol,Semi-Automatic,4408,5,4,16119
Hyundai,Elantra,2023,3.4,Hybrid,Manual,61514,2,2,24796
Honda,Accord,2020,2.9,Petrol,Automatic,265957,4,3,16065
Chevrolet,Equinox,2009,4.9,Petrol,Manual,187571,4,1,13909
Kia,Optima,2023,3.9,Diesel,Semi-Automatic,99441,4,1,22594
BMW,5 Series,2011,2.5,Diesel,Manual,241741,2,2,8864
Chevrolet,Impala,2008,4,Petrol,Manual,288161,4,1,8288
Honda,CR-V,2000,2.7,Hybrid,Semi-Automatic,121855,3,4,9384
Mercedes,GLA,2010,1.8,Petrol,Automatic,223845,2,3,10365
Kia,Optima,2005,4.9,Diesel,Manual,256501,3,4,9396
Volkswagen,Tiguan,2001,3,Diesel,Automatic,267839,4,3,6200
Honda,Accord,2010,2.7,Electric,Manual,170924,4,1,14667
Toyota,RAV4,2003,1.3,Electric,Semi-Automatic,106652,5,2,10790
BMW,3 Series,2002,1.1,Hybrid,Manual,192750,4,1,5154
Honda,Accord,2011,4.7,Electric,Automatic,176460,4,4,21122
Honda,Civic,2010,4,Hybrid,Manual,57669,3,2,19156
Honda,Accord,2008,1.1,Electric,Semi-Automatic,292057,5,3,6576
Honda,CR-V,2013,3.2,Diesel,Manual,59388,3,2,17521
Hyundai,Tucson,2017,4.5,Petrol,Automatic,267485,3,1,17238
Audi,A3,2015,3.5,Hybrid,Automatic,127954,4,1,21070
Volkswagen,Tiguan,2007,1.2,Diesel,Semi-Automatic,146587,2,1,7819
Chevrolet,Equinox,2019,4.1,Hybrid,Semi-Automatic,9200,3,2,25753
Honda,Civic,2002,2.1,Electric,Automatic,245787,2,5,9422
Hyundai,Elantra,2007,4.7,Electric,Manual,186809,5,1,16035
Mercedes,GLA,2001,3.6,Hybrid,Semi-Automatic,35821,4,3,14495
Toyota,Corolla,2013,1.5,Electric,Semi-Automatic,121751,5,2,15862
Hyundai,Elantra,2013,2,Diesel,Semi-Automatic,,2,4,14410
Audi,Q5,2008,2.8,Diesel,Automatic,227755,5,,10927
Volkswagen,Tiguan,2011,4.4,Hybrid,Automatic,175408,3,4,18884
Hyundai,Tucson,2021,4.6,Hybrid,Manual,157634,2,4,22482
Ford,Fiesta,2019,4.9,Electric,Automatic,250207,4,5,23091
Hyundai,Tucson,2006,3.6,Petrol,Semi-Automatic,263199,4,4,7413
Honda,Accord,2009,2.6,Hybrid,Automatic,59651,5,4,18736
Audi,A4,2005,4.1,Hybrid,Manual,101857,4,3,15158
Audi,A4,2010,2.2,Diesel,Semi-Automatic,7796,5,1,16002
Mercedes,GLA,2013,3.5,Hybrid,Manual,142779,2,1,16877
Toyota,Camry,2019,3.5,Hybrid,Manual,160589,2,5,19404
Kia,Optima,2013,4,Diesel,Manual,34829,3,5,19780
Honda,CR-V,2015,1.4,Electric,Automatic,238290,3,3,15284
Kia,Rio,2012,3.3,Hybrid,Automatic,253002,3,3,14768
Volkswagen,Tiguan,2013,4.2,Petrol,Automatic,79579,5,3,21189
Volkswagen,Tiguan,2006,1.7,Electric,Manual,217119,3,4,9200
Chevrolet,Malibu,2013,1.9,Electric,Automatic,36708,2,2,22164
BMW,5 Series,2000,5,Petrol,Automatic,260128,2,3,9445
Audi,Q5,2005,2.2,Petrol,Automatic,48268,4,1,14584
Kia,Optima,2021,2.2,Hybrid,Automatic,205621,5,1,19227
BMW,5 Series,2000,4.9,Petrol,Semi-Automatic,277530,4,1,6036
Toyota,Corolla,2015,3.4,Hybrid,Automatic,292522,3,1,15136
Audi,Q5,2023,2.7,Hybrid,Manual,214838,4,5,18205
Mercedes,C-Class,2008,5,Hybrid,Automatic,163749,3,3,18769
Ford,Fiesta,2002,1.2,Petrol,Semi-Automatic,2113,3,1,10250
Volkswagen,Tiguan,2011,3.9,Petrol,Manual,230860,2,5,11694
Ford,Fiesta,2017,2.8,Diesel,Semi-Automatic,133732,3,3,16319
Chevrolet,Malibu,2005,2.8,Petrol,Manual,240044,3,2,6298
Kia,Optima,2020,1.6,Petrol,Semi-Automatic,135693,5,3,15726
Toyota,Camry,2007,3.4,Electric,Semi-Automatic,257837,5,5,11275
Hyundai,Tucson,2018,4.9,Diesel,Semi-Automatic,115393,5,5,21161
BMW,3 Series,2022,2.2,Hybrid,Manual,148932,2,1,19112
Honda,Civic,2000,4,Petrol,Manual,67746,2,2,11804
Audi,A3,2022,1.6,Electric,Semi-Automatic,70988,2,4,22540
Chevrolet,Malibu,2023,4.3,Diesel,Manual,48721,2,5,25069
Kia,Sportage,2004,1.8,Petrol,Semi-Automatic,239182,4,5,4053
Mercedes,C-Class,2017,2.9,Hybrid,Manual,269013,4,1,13508
Audi,Q5,2000,2,Petrol,Semi-Automatic,64819,4,2,8405
Volkswagen,Golf,2013,2.7,Petrol,Automatic,272614,4,5,11807
Volkswagen,Golf,2005,1.3,Diesel,Semi-Automatic,290532,4,3,3500
Toyota,RAV4,2011,2.8,Hybrid,Automatic,223865,5,,14388
Ford,Focus,2017,3.9,Petrol,Manual,246848,3,4,14285
Volkswagen,Golf,2008,3.1,Diesel,Manual,108467,5,1,13002
Volkswagen,Golf,2003,2.1,Hybrid,Semi-Automatic,103278,3,3,10560
BMW,3 Series,2015,3.3,Hybrid,Semi-Automatic,125268,2,1,18190
BMW,5 Series,2014,2.1,Diesel,Semi-Automatic,183149,3,2,11790
Ford,Explorer,2015,4.7,Diesel,Semi-Automatic,202322,5,5,16193
Volkswagen,Golf,2017,3.7,Diesel,Manual,58102,3,3,20540
Hyundai,Elantra,2022,1.5,Electric,Semi-Automatic,41173,2,2,23408
Volkswagen,Golf,2022,1.8,Petrol,Semi-Automatic,278342,5,1,12133
Ford,Explorer,2009,2.1,Hybrid,Manual,200018,2,3,10323
Kia,Sportage,2000,3.3,Electric,Semi-Automatic,196915,3,5,9557
BMW,3 Series,2012,4.4,Petrol,Automatic,,4,1,23779
Ford,Fiesta,2008,2.9,Diesel,Automatic,89645,2,4,15937
Kia,Sportage,2004,,Hybrid,Manual,5954,2,3,18340
Toyota,RAV4,2016,1.6,Diesel,Semi-Automatic,41061,5,1,16936
Ford,Explorer,2021,2,Hybrid,Manual,153706,5,1,18069
Honda,CR-V,2003,2.3,Petrol,Semi-Automatic,293688,5,5,3500
Volkswagen,Tiguan,2011,4,Electric,Semi-Automatic,291373,4,5,13251
Honda,Civic,2009,1,Petrol,Manual,285502,4,4,3656
Ford,Focus,2000,4,Electric,Semi-Automatic,210630,3,3,10302
Volkswagen,Passat,2012,4.3,Hybrid,Automatic,147407,3,2,20214
Chevrolet,Impala,2009,4.6,Diesel,Semi-Automatic,58162,3,5,17913
Kia,Optima,2000,1.9,Diesel,Automatic,51334,3,2,11328
Toyota,RAV4,2013,1.7,Electric,Semi-Automatic,59577,3,1,18389
Toyota,Camry,2001,3.1,Electric,Manual,279309,4,1,6848
Volkswagen,Passat,2009,3.6,Petrol,Semi-Automatic,100942,4,1,14667
Mercedes,C-Class,2002,4.5,Diesel,Automatic,24369,5,1,17871
Kia,Rio,2004,2,Diesel,Automatic,116081,3,2,11336
Audi,Q5,2007,4.5,Diesel,Semi-Automatic,56348,5,5,16753
Toyota,Camry,2011,3.9,Diesel,Semi-Automatic,264755,4,,10507
BMW,3 Series,2022,3.5,Hybrid,Automatic,254869,2,2,20304
Honda,Accord,2003,4.9,Diesel,Semi-Automatic,60570,5,4,15204
Hyundai,Elantra,2017,2.3,Hybrid,Semi-Automatic,3009,3,4,21768
BMW,X5,2006,1.8,Diesel,Semi-Automatic,48144,4,5,11790
Ford,Focus,2002,2.5,Electric,Manual,50314,4,4,14338
Mercedes,GLA,2002,2.2,Diesel,Automatic,5020,4,5,14523
Audi,A4,2002,4.4,Diesel,Automatic,81512,3,3,15696
Hyundai,Tucson,2013,4.7,Diesel,Semi-Automatic,254167,4,4,13328
BMW,3 Series,2020,3.5,Diesel,Semi-Automatic,232400,4,1,15666
Volkswagen,Tiguan,2023,2,Petrol,Automatic,128626,5,1,20872
Hyundai,Elantra,2010,4.9,Diesel,Semi-Automatic,133554,4,3,16324
Chevrolet,Malibu,2015,2.8,Petrol,Semi-Automatic,225481,2,3,12058
Mercedes,GLA,2022,5,Petrol,Automatic,211047,4,2,22713
Kia,Rio,2006,2,Electric,Semi-Automatic,49359,4,4,15596
Mercedes,GLA,2000,2.1,Hybrid,Semi-Automatic,26663,2,1,11666
Ford,Fiesta,2018,4.9,Electric,Manual,183575,4,2,22274
Honda,Civic,2006,2.2,Petrol,Semi-Automatic,297485,4,3,3762
Toyota,Camry,2002,4.4,Petrol,Semi-Automatic,265879,3,5,6618
Mercedes,GLA,2017,1.9,Electric,Semi-Automatic,5233,2,5,22741
Audi,Q5,2009,4,Electric,Manual,265479,4,5,13108
Toyota,Corolla,2005,2.8,Electric,Manual,138032,3,4,13368
Chevrolet,Malibu,2023,2,Hybrid,Manual,160084,2,4,18896
Toyota,Corolla,2008,3.1,Hybrid,Automatic,34423,3,3,19969
Mercedes,GLA,2000,2.7,Electric,Semi-Automatic,116677,2,2,11316
Volkswagen,Golf,2014,1.1,Petrol,Semi-Automatic,113145,3,5,12490
Volkswagen,Passat,2002,1.7,Electric,Semi-Automatic,264575,4,1,5439
BMW,5 Series,2003,3.6,Petrol,Automatic,240657,2,2,9250
Volkswagen,Tiguan,2006,2.4,Petrol,Automatic,154960,3,1,11725
Hyundai,Elantra,2017,2.4,Hybrid,Automatic,140689,4,5,19750
Ford,Explorer,2005,4,Hybrid,Semi-Automatic,228725,4,2,10544
Chevrolet,Malibu,2020,2,Diesel,Automatic,183441,4,3,17379
Mercedes,E-Class,2003,2.3,Hybrid,Automatic,117694,3,3,13030
Mercedes,GLA,2003,1.9,Diesel,Semi-Automatic,138278,5,2,7234
Toyota,RAV4,2008,4.5,Diesel,Automatic,203634,3,2,14747
Mercedes,C-Class,2007,1.7,Petrol,Semi-Automatic,255059,5,2,4896
Hyundai,Sonata,2014,1.9,Petrol,Semi-Automatic,253678,5,2,8970
Chevrolet,Equinox,2021,4.3,Hybrid,Automatic,189655,5,2,23460
Toyota,RAV4,2020,4,Hybrid,Automatic,224676,2,4,21186
BMW,X5,2018,3.3,Diesel,Semi-Automatic,151881,2,2,17084
Toyota,Corolla,2008,2,Hybrid,Manual,210592,5,4,9254
Ford,Focus,2007,1.6,Petrol,Semi-Automatic,244812,3,4,5080
BMW,5 Series,2011,2.9,Electric,Automatic,270773,5,5,14672
BMW,3 Series,2016,3.8,Petrol,Manual,196371,4,4,15351
Hyundai,Elantra,2004,3.4,Hybrid,Automatic,90326,4,3,16438
Volkswagen,Tiguan,2004,2,Hybrid,Manual,47929,2,1,12847
Audi,A4,2010,1.7,Diesel,Manual,260904,5,3,6267
Ford,Fiesta,2011,2.3,Electric,Automatic,254220,3,2,14201
Honda,CR-V,2014,2.5,Petrol,Semi-Automatic,47829,2,3,17225
Ford,Explorer,2009,1.5,Petrol,Manual,4339,5,4,14373
Kia,Sportage,2022,3.4,Diesel,Automatic,68508,2,2,24901
Ford,Focus,2006,2.8,Electric,Automatic,282433,2,4,11464
Toyota,Corolla,2018,1.1,Electric,Manual,156396,3,2,16576
Mercedes,E-Class,2011,1.5,Hybrid,Semi-Automatic,173761,3,5,11242
Hyundai,Elantra,2020,1.8,Hybrid,Manual,7887,2,2,22298
Ford,Focus,2010,1.5,Hybrid,Semi-Automatic,86892,2,5,13758
Volkswagen,Passat,2017,1.8,Diesel,Manual,37685,2,1,17930
Audi,A3,2003,4.2,Hybrid,Semi-Automatic,188952,5,3,11235
Kia,Sportage,2015,3.1,Diesel,Automatic,256058,3,3,14136
Kia,Optima,2008,4.5,Petrol,Manual,246080,5,1,10636
Chevrolet,Equinox,2001,1.7,Electric,Automatic,103088,4,4,13192
Ford,Explorer,2022,1.3,Petrol,Semi-Automatic,102092,3,4,17426
Honda,Civic,2001,3.9,Petrol,Manual,85459,5,2,11532
Audi,A4,2020,4,Electric,Automatic,85954,5,1,27790
Mercedes,GLA,2005,4.5,Petrol,Automatic,89422,2,1,17169
Toyota,Camry,2007,1.6,Diesel,Manual,67080,3,2,11302
Mercedes,GLA,2007,3.4,Diesel,Automatic,275042,5,4,9798
Volkswagen,Tiguan,2004,4.9,Hybrid,Manual,220473,2,1,11882
Ford,Fiesta,2005,1.8,Electric,Manual,13353,5,4,15981
BMW,3 Series,2007,4.9,Hybrid,Manual,40316,2,5,19763
Audi,A4,2015,4.9,Petrol,Manual,213995,5,5,16135
Audi,A4,2002,2.1,Electric,Manual,249454,2,4,6668
Honda,Accord,2017,1.3,Electric,Semi-Automatic,179848,3,3,15580
Kia,Rio,2019,4.9,Hybrid,Manual,42389,4,2,25991
Honda,CR-V,2003,2.9,Petrol,Automatic,63886,3,1,14214
Chevrolet,Malibu,2013,2.1,Petrol,Manual,100047,2,4,14173
Mercedes,E-Class,2009,3.7,Petrol,Semi-Automatic,24132,3,1,17530
BMW,5 Series,2019,4.3,Electric,Manual,187276,2,5,21620
Chevrolet,Impala,2020,4.9,Diesel,Manual,100441,2,4,22734
Volkswagen,Tiguan,2015,1.9,Hybrid,Manual,163910,5,5,14387
Volkswagen,Tiguan,2021,4.1,Diesel,Automatic,,4,5,26698
Audi,A3,2014,2.7,Hybrid,Automatic,143682,5,2,18596
Hyundai,Elantra,2010,3.3,Electric,Automatic,292576,3,2,14084
Volkswagen,Tiguan,2020,2.2,Diesel,Automatic,34617,4,5,22937
Toyota,Corolla,2018,2.6,Hybrid,Automatic,17983,3,3,24920
BMW,5 Series,2019,4.8,Hybrid,Automatic,165434,4,5,24134
Kia,Sportage,2008,4.8,Hybrid,Semi-Automatic,72579,4,2,18984
Ford,Focus,2017,3.6,Electric,Semi-Automatic,154486,3,3,20492
Chevrolet,Malibu,2012,1.8,Electric,Manual,213510,2,1,12651
Ford,Focus,2011,3.5,Diesel,Manual,191624,4,5,12367
Chevrolet,Equinox,2022,3.1,Hybrid,Semi-Automatic,233710,4,4,17719
Toyota,Corolla,2004,3.5,Petrol,Manual,213763,4,3,7917
BMW,3 Series,2012,3.2,Petrol,Manual,106364,3,4,15351
Kia,Optima,2016,1.8,Petrol,Manual,84202,3,1,15776
Kia,Sportage,2012,1.3,Petrol,Semi-Automatic,75977,3,5,13090
Ford,Focus,2023,4.1,Electric,Automatic,230235,5,3,24491
Mercedes,C-Class,2015,2.9,Electric,Manual,203225,3,2,16511
Audi,A4,2002,1.9,Diesel,Manual,207014,3,5,4303
BMW,X5,2023,2.2,Diesel,Manual,,4,2,13267
Chevrolet,Impala,2021,2.9,Petrol,Manual,28402,4,3,22279
Ford,Fiesta,2014,1.6,Petrol,Manual,238558,5,3,8974
Chevrolet,Equinox,2007,1.9,Electric,Manual,203009,3,3,10568
Kia,Optima,2017,1,Electric,Manual,217816,4,5,13725
Hyundai,Elantra,2008,1.3,Electric,Manual,56405,5,3,15174
Toyota,RAV4,2000,2.4,Diesel,Manual,157208,4,2,5871
Audi,A3,2001,3.2,Diesel,Semi-Automatic,159856,4,3,7704
Ford,Explorer,2016,4.6,Diesel,Automatic,59450,2,5,24169
BMW,5 Series,2013,1.3,Electric,Automatic,34820,3,4,21180
Volkswagen,Golf,2016,1,Electric,Semi-Automatic,211578,3,2,13419
Kia,Optima,2013,4.5,Petrol,Semi-Automatic,150515,2,2,16606
Honda,Accord,2006,1.9,Petrol,Semi-Automatic,112805,2,3,9700
Hyundai,Sonata,2004,2.9,Hybrid,Semi-Automatic,250475,3,1,7332
Hyundai,Sonata,2009,2.5,Electric,Manual,148855,5,2,14564
Chevrolet,Impala,2009,2.4,Petrol,Manual,18036,4,2,15468
Audi,A4,2020,3.5,Hybrid,Semi-Automatic,132329,2,2,20918
Toyota,Corolla,2018,3,Diesel,Manual,228362,5,2,13881
Toyota,RAV4,2014,2.4,Hybrid,Automatic,131822,2,1,18485
Audi,A4,2023,2.6,Diesel,Automatic,62285,2,,24244
Ford,Focus,2008,2,Electric,Automatic,202191,5,1,13923
BMW,3 Series,2015,3.7,Hybrid,Semi-Automatic,94816,5,2,19955
Mercedes,E-Class,2019,3.7,Diesel,Automatic,143171,4,2,21238
Volkswagen,Passat,2007,4.4,Electric,Semi-Automatic,5568,2,3,21854
Hyundai,Sonata,2016,4.8,Hybrid,Manual,1064,2,1,25686
Honda,Civic,2013,1.7,Electric,Semi-Automatic,83367,3,4,17556
Hyundai,Elantra,2005,4.3,Electric,Semi-Automatic,130852,4,4,16244
Honda,CR-V,2019,2.5,Electric,Automatic,262723,4,5,18454
Audi,Q5,2009,4.7,Diesel,Manual,239901,2,2,11727
Volkswagen,Golf,2008,2.8,Petrol,Semi-Automatic,19835,5,1,15580
Chevrolet,Impala,2015,1.3,Diesel,Automatic,282191,2,4,10073
Hyundai,Sonata,2008,2,Electric,Semi-Automatic,61418,2,1,16224
Hyundai,Sonata,2007,1.4,Diesel,Semi-Automatic,40965,3,1,11865
Honda,CR-V,2001,,Hybrid,Automatic,282319,2,2,7093
BMW,3 Series,2016,4.8,Hybrid,Automatic,93677,3,3,25070
Honda,Civic,2018,1.9,Diesel,Automatic,182852,2,4,16174
Toyota,Camry,2022,4,Petrol,Automatic,66018,4,5,26038
Audi,A3,2013,4.6,Hybrid,Semi-Automatic,264204,3,2,14551
BMW,5 Series,2011,2.9,Diesel,Semi-Automatic,267798,5,4,8652
Volkswagen,Tiguan,2014,4.4,Hybrid,Semi-Automatic,200804,3,2,16945
Kia,Optima,2002,4.5,Diesel,Manual,261006,3,5,6963
Volkswagen,Tiguan,2022,2.1,Diesel,Semi-Automatic,1906,4,5,22332
Ford,Fiesta,2000,2.2,Diesel,Manual,151812,4,3,5710
Mercedes,C-Class,2011,3.5,Diesel,Manual,133153,4,4,14413
Hyundai,Sonata,2010,2.5,Electric,Automatic,55812,3,5,20970
Volkswagen,Tiguan,2002,3,Diesel,Semi-Automatic,175153,5,5,7343
Ford,Fiesta,2002,2.1,Petrol,Semi-Automatic,256425,3,5,3500
Chevrolet,Equinox,2020,3.4,Petrol,Semi-Automatic,151481,4,3,18322
Ford,Explorer,2014,3.8,Diesel,Semi-Automatic,164325,3,4,15423
Audi,A4,2004,3.1,Petrol,Manual,184871,5,1,8228
Mercedes,C-Class,2012,1.7,Petrol,Manual,46963,5,2,14805
Chevrolet,Equinox,2023,4.8,Petrol,Semi-Automatic,144096,4,4,22606
Audi,Q5,2000,4.8,Diesel,Automatic,189164,4,2,11578
Ford,Fiesta,2010,4.8,Electric,Semi-Automatic,233196,2,1,16163
Mercedes,GLA,2022,4.5,Diesel,Automatic,19165,2,5,28553
Mercedes,E-Class,2017,1.7,Diesel,Manual,231532,5,4,10971
Chevrolet,Equinox,2010,4.4,Diesel,Automatic,152466,2,1,17412
Kia,Rio,2003,2.2,Electric,Semi-Automatic,180863,5,3,9768
BMW,X5,2013,4,Diesel,Automatic,151734,2,3,18314
Kia,Rio,2011,1.7,Diesel,Semi-Automatic,64106,3,2,13680
Volkswagen,Tiguan,2011,2.4,Electric,Manual,229655,3,1,12610
Volkswagen,Tiguan,2015,3.2,Petrol,Semi-Automatic,204013,4,5,13508
Volkswagen,Tiguan,2009,1,Diesel,Automatic,208583,4,1,8974
Honda,Civic,2002,4.7,Electric,Semi-Automatic,61535,3,4,17796
Mercedes,GLA,2011,3.2,Hybrid,Semi-Automatic,176930,5,2,14107
Audi,A3,2019,2.6,Petrol,Semi-Automatic,49817,5,2,19955
Kia,Rio,2017,1.4,Diesel,Semi-Automatic,212576,2,3,11109
Ford,Focus,2008,2.6,Diesel,Manual,272185,3,4,6398
Hyundai,Tucson,2001,3.2,Petrol,Manual,214674,4,2,5786
BMW,3 Series,2012,2.5,Diesel,Automatic,252115,2,3,11650
Audi,Q5,2019,1.5,Petrol,Manual,285575,4,2,9779
BMW,3 Series,2002,4.7,Diesel,Manual,87544,3,1,13386
Toyota,RAV4,2004,1.1,Diesel,Automatic,35570,3,4,12579
Toyota,Camry,2011,2.5,Electric,Semi-Automatic,109008,3,4,17008
Audi,A3,2006,1.2,Hybrid,Manual,163168,2,2,8463
BMW,X5,2014,3.5,Electric,Semi-Automatic,87181,5,5,21098
Audi,A3,2005,4.8,Petrol,Automatic,240527,5,1,12406
Honda,Civic,2013,1.4,Electric,Automatic,192393,4,2,15841
Volkswagen,Tiguan,2010,1.7,Diesel,Manual,206335,3,3,8178
Toyota,Camry,2018,2.2,Diesel,Semi-Automatic,183658,5,5,14046
Audi,A4,2009,4.9,Petrol,Manual,132063,2,1,15852
Toyota,Corolla,2014,1,Petrol,Automatic,223635,3,5,11072
Ford,Fiesta,2019,3.6,Diesel,Manual,260280,3,5,14340
Toyota,RAV4,2004,5,Hybrid,Manual,132068,5,1,15152
BMW,X5,2007,1.5,Petrol,Semi-Automatic,181250,4,2,7131
Audi,A4,2017,2.2,Electric,Automatic,205295,4,1,18890
Ford,Fiesta,2005,3,Hybrid,Manual,144199,2,4,11753
Ford,Focus,2008,3.5,Hybrid,Manual,284000,4,3,9310
BMW,5 Series,2002,2.3,Petrol,Semi-Automatic,180395,3,4,5936
Hyundai,Sonata,2003,3.5,Diesel,Semi-Automatic,97355,3,3,11466
Ford,Explorer,2008,4.9,Diesel,Semi-Automatic,92827,2,5,16700
Mercedes,E-Class,2004,2.3,Electric,Automatic,235443,5,2,11184
Ford,Explorer,2017,,Petrol,Semi-Automatic,68000,5,4,17220
Ford,Explorer,2001,1.6,Diesel,Automatic,89796,4,3,9982
Hyundai,Sonata,2020,4.7,Petrol,Semi-Automatic,186954,5,2,19355
Toyota,RAV4,2001,4.5,Diesel,Semi-Automatic,210371,5,,8211
Mercedes,E-Class,2002,2.5,Electric,Manual,49187,2,3,14378
Mercedes,E-Class,2017,2.5,Petrol,Automatic,44142,4,2,21555
Volkswagen,Passat,2010,1.6,Hybrid,Automatic,255550,5,4,10656
Mercedes,E-Class,2008,2.3,Petrol,Semi-Automatic,150136,2,1,10145
Ford,Fiesta,2011,3,Diesel,Automatic,126817,2,4,16385
Ford,Explorer,2017,4.1,Electric,Automatic,268157,3,5,20013
Audi,Q5,2020,5,Diesel,Automatic,56508,3,3,27071
Kia,Optima,2002,4.4,Electric,Automatic,83927,2,3,19112
Mercedes,E-Class,2015,4.3,Hybrid,Automatic,218104,3,1,19315
Ford,Fiesta,2016,3.6,Hybrid,Semi-Automatic,271745,4,5,14114
Kia,Sportage,2010,1.5,Diesel,Semi-Automatic,215696,5,4,7500
Mercedes,E-Class,2020,1.3,Hybrid,Manual,201528,5,2,14646
Mercedes,GLA,2021,4.8,Diesel,Automatic,181278,2,4,22880
Hyundai,Sonata,2014,2,Diesel,Manual,222492,4,3,10238
Audi,A3,2004,4,Diesel,Automatic,126911,5,3,14457
Volkswagen,Tiguan,2005,4.9,Electric,Manual,195620,3,2,15027
Hyundai,Tucson,2001,2.7,Petrol,Semi-Automatic,177686,3,2,6206
Chevrolet,Impala,2008,4,Electric,Manual,229386,3,2,13846
Audi,A4,2023,1.8,Diesel,Semi-Automatic,60422,2,1,20284
Honda,Accord,2011,3.3,Diesel,Automatic,281236,2,2,11506
Hyundai,Elantra,2015,1.6,Petrol,Automatic,202711,3,1,13379
Hyundai,Tucson,2019,2.1,Petrol,Manual,280632,3,1,11002
Toyota,Camry,2003,,Electric,Semi-Automatic,182192,4,4,12698
Kia,Rio,2018,3.3,Petrol,Semi-Automatic,27157,5,3,21448
BMW,3 Series,2000,,Petrol,Semi-Automatic,199363,5,1,8946
Kia,Rio,2022,4.9,Petrol,Manual,6863,2,1,27058
Volkswagen,Golf,2014,3.4,Diesel,Automatic,89526,5,3,19966
Toyota,Camry,2019,3.5,Hybrid,Automatic,96903,5,2,24257
Honda,CR-V,2001,4,Hybrid,Automatic,35704,5,3,17824
Toyota,RAV4,2014,3.5,Hybrid,Semi-Automatic,161187,3,4,16758
Audi,Q5,2009,3.5,Electric,Manual,76449,4,2,18849
Audi,A3,2001,,Petrol,Manual,19843,3,4,13830
BMW,5 Series,2000,1.2,Hybrid,Manual,103614,2,4,7397
Kia,Sportage,2005,3.4,Hybrid,Manual,256607,2,2,8517
Ford,Explorer,2013,1.4,Diesel,Automatic,204333,5,1,11923
BMW,X5,2019,3.2,Petrol,Manual,283521,3,1,12826
Kia,Optima,2023,2.7,Electric,Manual,201672,3,4,20416
Audi,A3,2022,1.5,Electric,Semi-Automatic,222668,4,3,17056
Mercedes,E-Class,2001,2.6,Diesel,Manual,43761,5,5,10717
Honda,CR-V,2001,4.7,Petrol,Automatic,59718,2,2,16459
Honda,Accord,2006,1.1,Hybrid,Automatic,14039,2,2,16133
Chevrolet,Equinox,2013,1.6,Hybrid,Manual,141716,4,5,13589
Toyota,Corolla,2022,2.4,Diesel,Semi-Automatic,104599,2,5,19264
Chevrolet,Malibu,2017,1.9,Hybrid,Manual,282278,3,5,11294
Volkswagen,Passat,2001,2.5,Electric,Semi-Automatic,210985,3,,8190
Hyundai,Sonata,2002,2.1,Hybrid,Automatic,79025,5,5,13508
Hyundai,Sonata,2022,3,Electric,Automatic,52689,2,1,28256
Honda,Accord,2018,4,Hybrid,Semi-Automatic,184080,3,4,18932
Kia,Sportage,2007,2.8,Diesel,Manual,185683,5,2,9250
Volkswagen,Golf,2018,4.6,Electric,Automatic,237720,4,4,22479
Ford,Focus,2018,4,Electric,Manual,6098,4,5,26912
BMW,5 Series,2005,4.3,Electric,Automatic,272769,4,1,13902
Volkswagen,Golf,2007,2.9,Electric,Manual,13144,2,4,18965
Mercedes,C-Class,2023,4.2,Petrol,Manual,18248,2,5,25961
BMW,3 Series,2007,2.8,Hybrid,Manual,238724,3,2,9144
Chevrolet,Equinox,2003,2.6,Diesel,Semi-Automatic,286590,3,4,3500
Honda,Accord,2011,4.2,Electric,Semi-Automatic,291049,4,2,13613
Volkswagen,Golf,2006,,Petrol,Automatic,163052,3,4,11266
Ford,Fiesta,2018,4.7,Electric,Manual,8898,3,5,28038
Audi,A3,2004,3.9,Petrol,Automatic,228725,2,5,10719
Mercedes,C-Class,2016,2.1,Petrol,Semi-Automatic,8126,4,3,18965
Mercedes,E-Class,2009,4.2,Diesel,Semi-Automatic,221870,2,4,11484
Ford,Fiesta,2021,4,Hybrid,Automatic,133334,5,1,24908
